nmkab,date,mean
LANGKAT,2026-04-30,
PAKPAK BHARAT,2026-04-30,0.9130778241591165
HUMBANG HASUNDUTAN,2026-04-30,
DAIRI,2026-04-30,
DELI SERDANG,2026-04-30,
KARO,2026-04-30,
LABUHAN BATU,2026-04-30,
TOBA SAMOSIR,2026-04-30,
SIMALUNGUN,2026-04-30,
ASAHAN,2026-04-30,
TAPANULI SELATAN,2026-04-30,
MANDAILING NATAL,2026-04-30,
TAPANULI UTARA,2026-04-30,
TAPANULI TENGAH,2026-04-30,0.8004758559018906
NIAS,2026-04-30,
DANAU TOBA,2026-04-30,
NIAS BARAT,2026-04-30,
NIAS UTARA,2026-04-30,
PADANG LAWAS,2026-04-30,
PADANG LAWAS UTARA,2026-04-30,
LABUHAN BATU UTARA,2026-04-30,
LABUHAN BATU SELATAN,2026-04-30,
SERDANG BEDAGAI,2026-04-30,
SAMOSIR,2026-04-30,
BATU BARA,2026-04-30,
BINJAI,2026-04-30,
MEDAN,2026-04-30,
GUNUNGSITOLI,2026-04-30,
PADANGSIDIMPUAN,2026-04-30,
TANJUNG BALAI,2026-04-30,
SIBOLGA,2026-04-30,
TEBING TINGGI,2026-04-30,
PEMATANG SIANTAR,2026-04-30,
NIAS SELATAN,2026-04-30,
LANGKAT,2026-04-30,0.7091194968553459
PAKPAK BHARAT,2026-04-30,0.9347144480451159
HUMBANG HASUNDUTAN,2026-04-30,
DAIRI,2026-04-30,0.7648625750290367
DELI SERDANG,2026-04-30,
KARO,2026-04-30,0.7303897673436471
LABUHAN BATU,2026-04-30,
TOBA SAMOSIR,2026-04-30,
SIMALUNGUN,2026-04-30,
ASAHAN,2026-04-30,
TAPANULI SELATAN,2026-04-30,
MANDAILING NATAL,2026-04-30,
TAPANULI UTARA,2026-04-30,
TAPANULI TENGAH,2026-04-30,
NIAS,2026-04-30,
DANAU TOBA,2026-04-30,
NIAS BARAT,2026-04-30,
NIAS UTARA,2026-04-30,
PADANG LAWAS,2026-04-30,
PADANG LAWAS UTARA,2026-04-30,
LABUHAN BATU UTARA,2026-04-30,
LABUHAN BATU SELATAN,2026-04-30,
SERDANG BEDAGAI,2026-04-30,
SAMOSIR,2026-04-30,
BATU BARA,2026-04-30,
BINJAI,2026-05-02,
MEDAN,2026-05-02,
GUNUNGSITOLI,2026-05-02,
PADANGSIDIMPUAN,2026-05-02,
TANJUNG BALAI,2026-05-02,
SIBOLGA,2026-05-02,
TEBING TINGGI,2026-05-02,
PEMATANG SIANTAR,2026-05-02,
NIAS SELATAN,2026-05-02,
LANGKAT,2026-05-02,
PAKPAK BHARAT,2026-05-02,
HUMBANG HASUNDUTAN,2026-05-02,
DAIRI,2026-05-02,
DELI SERDANG,2026-05-02,
KARO,2026-05-02,
LABUHAN BATU,2026-05-02,
TOBA SAMOSIR,2026-05-02,
SIMALUNGUN,2026-05-02,
ASAHAN,2026-05-02,
TAPANULI SELATAN,2026-05-02,
MANDAILING NATAL,2026-05-02,0.7463468399450476
TAPANULI UTARA,2026-05-02,
TAPANULI TENGAH,2026-05-02,
NIAS,2026-05-02,
DANAU TOBA,2026-05-02,
NIAS BARAT,2026-05-02,
NIAS UTARA,2026-05-02,
PADANG LAWAS,2026-05-02,
PADANG LAWAS UTARA,2026-05-02,
LABUHAN BATU UTARA,2026-05-02,
LABUHAN BATU SELATAN,2026-05-02,
SERDANG BEDAGAI,2026-05-02,
SAMOSIR,2026-05-02,
BATU BARA,2026-05-02,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,0.8444444444444444
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,0.7986666207625616
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,0.8311519171185752
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,1.0
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,0.764877636482385
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,
LANGKAT,2026-05-05,0.6388717315215153
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,0.8710755522871204
DELI SERDANG,2026-05-05,
KARO,2026-05-05,0.8573934828110217
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,0.8187120706766674
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,0.9521311637989048
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-05,
MEDAN,2026-05-05,
GUNUNGSITOLI,2026-05-05,
PADANGSIDIMPUAN,2026-05-05,
TANJUNG BALAI,2026-05-05,
SIBOLGA,2026-05-05,
TEBING TINGGI,2026-05-05,
PEMATANG SIANTAR,2026-05-05,
NIAS SELATAN,2026-05-05,
LANGKAT,2026-05-05,
PAKPAK BHARAT,2026-05-05,
HUMBANG HASUNDUTAN,2026-05-05,
DAIRI,2026-05-05,
DELI SERDANG,2026-05-05,
KARO,2026-05-05,
LABUHAN BATU,2026-05-05,
TOBA SAMOSIR,2026-05-05,
SIMALUNGUN,2026-05-05,
ASAHAN,2026-05-05,
TAPANULI SELATAN,2026-05-05,
MANDAILING NATAL,2026-05-05,0.9059358410715063
TAPANULI UTARA,2026-05-05,
TAPANULI TENGAH,2026-05-05,
NIAS,2026-05-05,
DANAU TOBA,2026-05-05,
NIAS BARAT,2026-05-05,
NIAS UTARA,2026-05-05,
PADANG LAWAS,2026-05-05,
PADANG LAWAS UTARA,2026-05-05,
LABUHAN BATU UTARA,2026-05-05,
LABUHAN BATU SELATAN,2026-05-05,
SERDANG BEDAGAI,2026-05-05,
SAMOSIR,2026-05-05,
BATU BARA,2026-05-05,
BINJAI,2026-05-10,
MEDAN,2026-05-10,
GUNUNGSITOLI,2026-05-10,
PADANGSIDIMPUAN,2026-05-10,
TANJUNG BALAI,2026-05-10,
SIBOLGA,2026-05-10,
TEBING TINGGI,2026-05-10,
PEMATANG SIANTAR,2026-05-10,
NIAS SELATAN,2026-05-10,
LANGKAT,2026-05-10,
PAKPAK BHARAT,2026-05-10,
HUMBANG HASUNDUTAN,2026-05-10,
DAIRI,2026-05-10,
DELI SERDANG,2026-05-10,
KARO,2026-05-10,
LABUHAN BATU,2026-05-10,
TOBA SAMOSIR,2026-05-10,
SIMALUNGUN,2026-05-10,
ASAHAN,2026-05-10,0.3
TAPANULI SELATAN,2026-05-10,
MANDAILING NATAL,2026-05-10,
TAPANULI UTARA,2026-05-10,
TAPANULI TENGAH,2026-05-10,
NIAS,2026-05-10,
DANAU TOBA,2026-05-10,
NIAS BARAT,2026-05-10,
NIAS UTARA,2026-05-10,
PADANG LAWAS,2026-05-10,
PADANG LAWAS UTARA,2026-05-10,
LABUHAN BATU UTARA,2026-05-10,
LABUHAN BATU SELATAN,2026-05-10,
SERDANG BEDAGAI,2026-05-10,
SAMOSIR,2026-05-10,
BATU BARA,2026-05-10,
BINJAI,2026-05-12,
MEDAN,2026-05-12,
GUNUNGSITOLI,2026-05-12,
PADANGSIDIMPUAN,2026-05-12,
TANJUNG BALAI,2026-05-12,
SIBOLGA,2026-05-12,
TEBING TINGGI,2026-05-12,
PEMATANG SIANTAR,2026-05-12,
NIAS SELATAN,2026-05-12,
LANGKAT,2026-05-12,
PAKPAK BHARAT,2026-05-12,
HUMBANG HASUNDUTAN,2026-05-12,
DAIRI,2026-05-12,
DELI SERDANG,2026-05-12,
KARO,2026-05-12,
LABUHAN BATU,2026-05-12,0.7111650485436893
TOBA SAMOSIR,2026-05-12,
SIMALUNGUN,2026-05-12,
ASAHAN,2026-05-12,
TAPANULI SELATAN,2026-05-12,0.6956453963851182
MANDAILING NATAL,2026-05-12,0.7789886685157568
TAPANULI UTARA,2026-05-12,
TAPANULI TENGAH,2026-05-12,
NIAS,2026-05-12,
DANAU TOBA,2026-05-12,
NIAS BARAT,2026-05-12,
NIAS UTARA,2026-05-12,
PADANG LAWAS,2026-05-12,0.6854188074049296
PADANG LAWAS UTARA,2026-05-12,0.7255316905923292
LABUHAN BATU UTARA,2026-05-12,
LABUHAN BATU SELATAN,2026-05-12,0.7510410737096339
SERDANG BEDAGAI,2026-05-12,
SAMOSIR,2026-05-12,
BATU BARA,2026-05-12,
BINJAI,2026-05-12,
MEDAN,2026-05-12,
GUNUNGSITOLI,2026-05-12,
PADANGSIDIMPUAN,2026-05-12,
TANJUNG BALAI,2026-05-12,
SIBOLGA,2026-05-12,
TEBING TINGGI,2026-05-12,
PEMATANG SIANTAR,2026-05-12,
NIAS SELATAN,2026-05-12,
LANGKAT,2026-05-12,
PAKPAK BHARAT,2026-05-12,
HUMBANG HASUNDUTAN,2026-05-12,
DAIRI,2026-05-12,
DELI SERDANG,2026-05-12,
KARO,2026-05-12,
LABUHAN BATU,2026-05-12,0.880580984425863
TOBA SAMOSIR,2026-05-12,
SIMALUNGUN,2026-05-12,
ASAHAN,2026-05-12,0.7227737653868981
TAPANULI SELATAN,2026-05-12,0.9382614422127099
MANDAILING NATAL,2026-05-12,
TAPANULI UTARA,2026-05-12,
TAPANULI TENGAH,2026-05-12,
NIAS,2026-05-12,
DANAU TOBA,2026-05-12,
NIAS BARAT,2026-05-12,
NIAS UTARA,2026-05-12,
PADANG LAWAS,2026-05-12,
PADANG LAWAS UTARA,2026-05-12,0.8742508441489751
LABUHAN BATU UTARA,2026-05-12,0.8724483603457134
LABUHAN BATU SELATAN,2026-05-12,0.7764865907719863
SERDANG BEDAGAI,2026-05-12,
SAMOSIR,2026-05-12,
BATU BARA,2026-05-12,
BINJAI,2026-05-12,
MEDAN,2026-05-12,
GUNUNGSITOLI,2026-05-12,
PADANGSIDIMPUAN,2026-05-12,
TANJUNG BALAI,2026-05-12,
SIBOLGA,2026-05-12,
TEBING TINGGI,2026-05-12,
PEMATANG SIANTAR,2026-05-12,
NIAS SELATAN,2026-05-12,
LANGKAT,2026-05-12,
PAKPAK BHARAT,2026-05-12,
HUMBANG HASUNDUTAN,2026-05-12,
DAIRI,2026-05-12,
DELI SERDANG,2026-05-12,
KARO,2026-05-12,
LABUHAN BATU,2026-05-12,
TOBA SAMOSIR,2026-05-12,
SIMALUNGUN,2026-05-12,
ASAHAN,2026-05-12,
TAPANULI SELATAN,2026-05-12,
MANDAILING NATAL,2026-05-12,
TAPANULI UTARA,2026-05-12,
TAPANULI TENGAH,2026-05-12,
NIAS,2026-05-12,
DANAU TOBA,2026-05-12,
NIAS BARAT,2026-05-12,
NIAS UTARA,2026-05-12,
PADANG LAWAS,2026-05-12,0.6864359528817588
PADANG LAWAS UTARA,2026-05-12,0.7027874596263655
LABUHAN BATU UTARA,2026-05-12,
LABUHAN BATU SELATAN,2026-05-12,0.6799695214890454
SERDANG BEDAGAI,2026-05-12,
SAMOSIR,2026-05-12,
BATU BARA,2026-05-12,
BINJAI,2026-05-17,
MEDAN,2026-05-17,
GUNUNGSITOLI,2026-05-17,
PADANGSIDIMPUAN,2026-05-17,
TANJUNG BALAI,2026-05-17,
SIBOLGA,2026-05-17,
TEBING TINGGI,2026-05-17,
PEMATANG SIANTAR,2026-05-17,
NIAS SELATAN,2026-05-17,
LANGKAT,2026-05-17,
PAKPAK BHARAT,2026-05-17,
HUMBANG HASUNDUTAN,2026-05-17,
DAIRI,2026-05-17,
DELI SERDANG,2026-05-17,
KARO,2026-05-17,
LABUHAN BATU,2026-05-17,0.9107380824031939
TOBA SAMOSIR,2026-05-17,
SIMALUNGUN,2026-05-17,
ASAHAN,2026-05-17,0.8445566338828215
TAPANULI SELATAN,2026-05-17,0.9363446738114076
MANDAILING NATAL,2026-05-17,
TAPANULI UTARA,2026-05-17,
TAPANULI TENGAH,2026-05-17,
NIAS,2026-05-17,
DANAU TOBA,2026-05-17,
NIAS BARAT,2026-05-17,
NIAS UTARA,2026-05-17,
PADANG LAWAS,2026-05-17,
PADANG LAWAS UTARA,2026-05-17,0.8674571428139015
LABUHAN BATU UTARA,2026-05-17,0.8152121024957667
LABUHAN BATU SELATAN,2026-05-17,0.8178542850401909
SERDANG BEDAGAI,2026-05-17,
SAMOSIR,2026-05-17,
BATU BARA,2026-05-17,
BINJAI,2026-05-17,
MEDAN,2026-05-17,
GUNUNGSITOLI,2026-05-17,
PADANGSIDIMPUAN,2026-05-17,
TANJUNG BALAI,2026-05-17,0.6641794313345089
SIBOLGA,2026-05-17,
TEBING TINGGI,2026-05-17,
PEMATANG SIANTAR,2026-05-17,
NIAS SELATAN,2026-05-17,
LANGKAT,2026-05-17,
PAKPAK BHARAT,2026-05-17,
HUMBANG HASUNDUTAN,2026-05-17,
DAIRI,2026-05-17,
DELI SERDANG,2026-05-17,
KARO,2026-05-17,
LABUHAN BATU,2026-05-17,
TOBA SAMOSIR,2026-05-17,
SIMALUNGUN,2026-05-17,
ASAHAN,2026-05-17,0.6719981285562453
TAPANULI SELATAN,2026-05-17,
MANDAILING NATAL,2026-05-17,
TAPANULI UTARA,2026-05-17,
TAPANULI TENGAH,2026-05-17,
NIAS,2026-05-17,
DANAU TOBA,2026-05-17,
NIAS BARAT,2026-05-17,
NIAS UTARA,2026-05-17,
PADANG LAWAS,2026-05-17,
PADANG LAWAS UTARA,2026-05-17,
LABUHAN BATU UTARA,2026-05-17,0.6099111013651464
LABUHAN BATU SELATAN,2026-05-17,
SERDANG BEDAGAI,2026-05-17,
SAMOSIR,2026-05-17,
BATU BARA,2026-05-17,
BINJAI,2026-05-17,
MEDAN,2026-05-17,
GUNUNGSITOLI,2026-05-17,
PADANGSIDIMPUAN,2026-05-17,
TANJUNG BALAI,2026-05-17,
SIBOLGA,2026-05-17,
TEBING TINGGI,2026-05-17,
PEMATANG SIANTAR,2026-05-17,
NIAS SELATAN,2026-05-17,
LANGKAT,2026-05-17,
PAKPAK BHARAT,2026-05-17,
HUMBANG HASUNDUTAN,2026-05-17,
DAIRI,2026-05-17,
DELI SERDANG,2026-05-17,
KARO,2026-05-17,
LABUHAN BATU,2026-05-17,0.5881377401693249
TOBA SAMOSIR,2026-05-17,
SIMALUNGUN,2026-05-17,
ASAHAN,2026-05-17,
TAPANULI SELATAN,2026-05-17,
MANDAILING NATAL,2026-05-17,
TAPANULI UTARA,2026-05-17,
TAPANULI TENGAH,2026-05-17,
NIAS,2026-05-17,
DANAU TOBA,2026-05-17,
NIAS BARAT,2026-05-17,
NIAS UTARA,2026-05-17,
PADANG LAWAS,2026-05-17,
PADANG LAWAS UTARA,2026-05-17,
LABUHAN BATU UTARA,2026-05-17,0.6551183844610263
LABUHAN BATU SELATAN,2026-05-17,0.5904670317708817
SERDANG BEDAGAI,2026-05-17,
SAMOSIR,2026-05-17,
BATU BARA,2026-05-17,
BINJAI,2026-05-22,
MEDAN,2026-05-22,
GUNUNGSITOLI,2026-05-22,
PADANGSIDIMPUAN,2026-05-22,
TANJUNG BALAI,2026-05-22,0.589319039464125
SIBOLGA,2026-05-22,
TEBING TINGGI,2026-05-22,
PEMATANG SIANTAR,2026-05-22,
NIAS SELATAN,2026-05-22,
LANGKAT,2026-05-22,
PAKPAK BHARAT,2026-05-22,
HUMBANG HASUNDUTAN,2026-05-22,
DAIRI,2026-05-22,
DELI SERDANG,2026-05-22,
KARO,2026-05-22,
LABUHAN BATU,2026-05-22,
TOBA SAMOSIR,2026-05-22,
SIMALUNGUN,2026-05-22,
ASAHAN,2026-05-22,0.5538621846286457
TAPANULI SELATAN,2026-05-22,
MANDAILING NATAL,2026-05-22,
TAPANULI UTARA,2026-05-22,
TAPANULI TENGAH,2026-05-22,
NIAS,2026-05-22,
DANAU TOBA,2026-05-22,
NIAS BARAT,2026-05-22,
NIAS UTARA,2026-05-22,
PADANG LAWAS,2026-05-22,
PADANG LAWAS UTARA,2026-05-22,
LABUHAN BATU UTARA,2026-05-22,0.5866142335458893
LABUHAN BATU SELATAN,2026-05-22,
SERDANG BEDAGAI,2026-05-22,
SAMOSIR,2026-05-22,
BATU BARA,2026-05-22,
BINJAI,2026-05-22,
MEDAN,2026-05-22,
GUNUNGSITOLI,2026-05-22,
PADANGSIDIMPUAN,2026-05-22,
TANJUNG BALAI,2026-05-22,
SIBOLGA,2026-05-22,
TEBING TINGGI,2026-05-22,
PEMATANG SIANTAR,2026-05-22,
NIAS SELATAN,2026-05-22,
LANGKAT,2026-05-22,0.7586912065439673
PAKPAK BHARAT,2026-05-22,0.9222819219429006
HUMBANG HASUNDUTAN,2026-05-22,
DAIRI,2026-05-22,0.8104278524795904
DELI SERDANG,2026-05-22,
KARO,2026-05-22,0.8378260938409708
LABUHAN BATU,2026-05-22,
TOBA SAMOSIR,2026-05-22,
SIMALUNGUN,2026-05-22,
ASAHAN,2026-05-22,
TAPANULI SELATAN,2026-05-22,
MANDAILING NATAL,2026-05-22,
TAPANULI UTARA,2026-05-22,
TAPANULI TENGAH,2026-05-22,
NIAS,2026-05-22,
DANAU TOBA,2026-05-22,
NIAS BARAT,2026-05-22,
NIAS UTARA,2026-05-22,
PADANG LAWAS,2026-05-22,
PADANG LAWAS UTARA,2026-05-22,
LABUHAN BATU UTARA,2026-05-22,
LABUHAN BATU SELATAN,2026-05-22,
SERDANG BEDAGAI,2026-05-22,
SAMOSIR,2026-05-22,
BATU BARA,2026-05-22,
BINJAI,2026-05-22,
MEDAN,2026-05-22,
GUNUNGSITOLI,2026-05-22,
PADANGSIDIMPUAN,2026-05-22,
TANJUNG BALAI,2026-05-22,
SIBOLGA,2026-05-22,
TEBING TINGGI,2026-05-22,
PEMATANG SIANTAR,2026-05-22,
NIAS SELATAN,2026-05-22,
LANGKAT,2026-05-22,0.7527089700863576
PAKPAK BHARAT,2026-05-22,
HUMBANG HASUNDUTAN,2026-05-22,
DAIRI,2026-05-22,
DELI SERDANG,2026-05-22,
KARO,2026-05-22,
LABUHAN BATU,2026-05-22,
TOBA SAMOSIR,2026-05-22,
SIMALUNGUN,2026-05-22,
ASAHAN,2026-05-22,
TAPANULI SELATAN,2026-05-22,
MANDAILING NATAL,2026-05-22,
TAPANULI UTARA,2026-05-22,
TAPANULI TENGAH,2026-05-22,
NIAS,2026-05-22,
DANAU TOBA,2026-05-22,
NIAS BARAT,2026-05-22,
NIAS UTARA,2026-05-22,
PADANG LAWAS,2026-05-22,
PADANG LAWAS UTARA,2026-05-22,
LABUHAN BATU UTARA,2026-05-22,
LABUHAN BATU SELATAN,2026-05-22,
SERDANG BEDAGAI,2026-05-22,
SAMOSIR,2026-05-22,
BATU BARA,2026-05-22,
BINJAI,2026-05-22,0.8685053822297448
MEDAN,2026-05-22,0.7998710429889849
GUNUNGSITOLI,2026-05-22,
PADANGSIDIMPUAN,2026-05-22,
TANJUNG BALAI,2026-05-22,
SIBOLGA,2026-05-22,
TEBING TINGGI,2026-05-22,
PEMATANG SIANTAR,2026-05-22,0.5915961609471297
NIAS SELATAN,2026-05-22,
LANGKAT,2026-05-22,0.7279765012898531
PAKPAK BHARAT,2026-05-22,0.7379170256274319
HUMBANG HASUNDUTAN,2026-05-22,
DAIRI,2026-05-22,0.6302822594079507
DELI SERDANG,2026-05-22,0.7683154654696647
KARO,2026-05-22,0.5341843730657545
LABUHAN BATU,2026-05-22,
TOBA SAMOSIR,2026-05-22,0.6967032842131584
SIMALUNGUN,2026-05-22,0.6706931924573892
ASAHAN,2026-05-22,
TAPANULI SELATAN,2026-05-22,
MANDAILING NATAL,2026-05-22,
TAPANULI UTARA,2026-05-22,
TAPANULI TENGAH,2026-05-22,
NIAS,2026-05-22,
DANAU TOBA,2026-05-22,0.5964011275437312
NIAS BARAT,2026-05-22,
NIAS UTARA,2026-05-22,
PADANG LAWAS,2026-05-22,
PADANG LAWAS UTARA,2026-05-22,
LABUHAN BATU UTARA,2026-05-22,
LABUHAN BATU SELATAN,2026-05-22,
SERDANG BEDAGAI,2026-05-22,0.6232469323311564
SAMOSIR,2026-05-22,0.43409468702759224
BATU BARA,2026-05-22,
BINJAI,2026-05-22,
MEDAN,2026-05-22,
GUNUNGSITOLI,2026-05-22,
PADANGSIDIMPUAN,2026-05-22,
TANJUNG BALAI,2026-05-22,0.6135414300551914
SIBOLGA,2026-05-22,
TEBING TINGGI,2026-05-22,0.6132341138160291
PEMATANG SIANTAR,2026-05-22,0.5912294209814748
NIAS SELATAN,2026-05-22,
LANGKAT,2026-05-22,
PAKPAK BHARAT,2026-05-22,
HUMBANG HASUNDUTAN,2026-05-22,
DAIRI,2026-05-22,
DELI SERDANG,2026-05-22,
KARO,2026-05-22,
LABUHAN BATU,2026-05-22,
TOBA SAMOSIR,2026-05-22,
SIMALUNGUN,2026-05-22,0.6209964286561072
ASAHAN,2026-05-22,0.6072057561043909
TAPANULI SELATAN,2026-05-22,
MANDAILING NATAL,2026-05-22,
TAPANULI UTARA,2026-05-22,
TAPANULI TENGAH,2026-05-22,
NIAS,2026-05-22,
DANAU TOBA,2026-05-22,
NIAS BARAT,2026-05-22,
NIAS UTARA,2026-05-22,
PADANG LAWAS,2026-05-22,
PADANG LAWAS UTARA,2026-05-22,
LABUHAN BATU UTARA,2026-05-22,0.683651010256636
LABUHAN BATU SELATAN,2026-05-22,
SERDANG BEDAGAI,2026-05-22,0.6008808030406346
SAMOSIR,2026-05-22,
BATU BARA,2026-05-22,0.5461767048636149
BINJAI,2026-05-22,
MEDAN,2026-05-22,
GUNUNGSITOLI,2026-05-22,
