nmkab,date,mean
SOLOK SELATAN,2026-03-26,
PASAMAN,2026-03-26,
PADANG PARIAMAN,2026-03-26,
TANAH DATAR,2026-03-26,
LIMA PULUH KOTA,2026-03-26,
AGAM,2026-03-26,
PESISIR SELATAN,2026-03-26,
KEPULAUAN MENTAWAI,2026-03-26,0.7250710854005294
SIJUNJUNG,2026-03-26,
SOLOK,2026-03-26,
BUKITTINGGI,2026-03-26,
PADANG PANJANG,2026-03-26,
PARIAMAN,2026-03-26,
PAYAKUMBUH,2026-03-26,
PADANG,2026-03-26,
SAWAH LUNTO,2026-03-26,
SOLOK,2026-03-26,
PASAMAN BARAT,2026-03-30,
DHARMASRAYA,2026-03-30,
SOLOK SELATAN,2026-03-30,
PASAMAN,2026-03-30,
PADANG PARIAMAN,2026-03-30,
TANAH DATAR,2026-03-30,
LIMA PULUH KOTA,2026-03-30,
AGAM,2026-03-30,
PESISIR SELATAN,2026-03-30,
KEPULAUAN MENTAWAI,2026-03-30,0.7452380973233154
SIJUNJUNG,2026-03-30,
SOLOK,2026-03-30,
BUKITTINGGI,2026-03-30,
PADANG PANJANG,2026-03-30,
PARIAMAN,2026-03-30,
PAYAKUMBUH,2026-03-30,
PADANG,2026-03-30,
SAWAH LUNTO,2026-03-30,
SOLOK,2026-03-30,
PASAMAN BARAT,2026-03-30,
DHARMASRAYA,2026-03-30,
SOLOK SELATAN,2026-03-30,
PASAMAN,2026-03-30,
PADANG PARIAMAN,2026-03-30,
TANAH DATAR,2026-03-30,
LIMA PULUH KOTA,2026-03-30,
AGAM,2026-03-30,
PESISIR SELATAN,2026-03-30,0.8908035078127134
KEPULAUAN MENTAWAI,2026-03-30,
SIJUNJUNG,2026-03-30,
SOLOK,2026-03-30,0.703833250053537
BUKITTINGGI,2026-03-30,
PADANG PANJANG,2026-03-30,
PARIAMAN,2026-03-30,
PAYAKUMBUH,2026-03-30,
PADANG,2026-03-30,0.8056757995575459
SAWAH LUNTO,2026-03-30,
SOLOK,2026-03-30,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,1.0
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,0.8514990385502685
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,0.8488303160198823
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,0.8899029239450716
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,0.8768952892360262
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,0.8925501822025501
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,0.40317984483275215
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,0.5178765948298872
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,0.8781305337585462
KEPULAUAN MENTAWAI,2026-04-17,
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,0.7553178704482635
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,0.8464138500769768
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-17,0.816470845363222
DHARMASRAYA,2026-04-17,
SOLOK SELATAN,2026-04-17,
PASAMAN,2026-04-17,0.8829294939083652
PADANG PARIAMAN,2026-04-17,
TANAH DATAR,2026-04-17,
LIMA PULUH KOTA,2026-04-17,
AGAM,2026-04-17,
PESISIR SELATAN,2026-04-17,
KEPULAUAN MENTAWAI,2026-04-17,
SIJUNJUNG,2026-04-17,
SOLOK,2026-04-17,
BUKITTINGGI,2026-04-17,
PADANG PANJANG,2026-04-17,
PARIAMAN,2026-04-17,
PAYAKUMBUH,2026-04-17,
PADANG,2026-04-17,
SAWAH LUNTO,2026-04-17,
SOLOK,2026-04-17,
PASAMAN BARAT,2026-04-19,0.7598299534220971
DHARMASRAYA,2026-04-19,
SOLOK SELATAN,2026-04-19,
PASAMAN,2026-04-19,0.8309154935887672
PADANG PARIAMAN,2026-04-19,
TANAH DATAR,2026-04-19,
LIMA PULUH KOTA,2026-04-19,
AGAM,2026-04-19,
PESISIR SELATAN,2026-04-19,
KEPULAUAN MENTAWAI,2026-04-19,
SIJUNJUNG,2026-04-19,
SOLOK,2026-04-19,
BUKITTINGGI,2026-04-19,
PADANG PANJANG,2026-04-19,
PARIAMAN,2026-04-19,
PAYAKUMBUH,2026-04-19,
PADANG,2026-04-19,
SAWAH LUNTO,2026-04-19,
SOLOK,2026-04-19,
PASAMAN BARAT,2026-04-20,
DHARMASRAYA,2026-04-20,
SOLOK SELATAN,2026-04-20,
PASAMAN,2026-04-20,
PADANG PARIAMAN,2026-04-20,
TANAH DATAR,2026-04-20,
LIMA PULUH KOTA,2026-04-20,
AGAM,2026-04-20,
PESISIR SELATAN,2026-04-20,
KEPULAUAN MENTAWAI,2026-04-20,0.8799095692281154
SIJUNJUNG,2026-04-20,
SOLOK,2026-04-20,
BUKITTINGGI,2026-04-20,
PADANG PANJANG,2026-04-20,
PARIAMAN,2026-04-20,
PAYAKUMBUH,2026-04-20,
PADANG,2026-04-20,
SAWAH LUNTO,2026-04-20,
SOLOK,2026-04-20,
PASAMAN BARAT,2026-04-20,
DHARMASRAYA,2026-04-20,
SOLOK SELATAN,2026-04-20,
PASAMAN,2026-04-20,
PADANG PARIAMAN,2026-04-20,
TANAH DATAR,2026-04-20,
LIMA PULUH KOTA,2026-04-20,
AGAM,2026-04-20,
PESISIR SELATAN,2026-04-20,
KEPULAUAN MENTAWAI,2026-04-20,0.9637670863053796
SIJUNJUNG,2026-04-20,
SOLOK,2026-04-20,
BUKITTINGGI,2026-04-20,
PADANG PANJANG,2026-04-20,
PARIAMAN,2026-04-20,
PAYAKUMBUH,2026-04-20,
PADANG,2026-04-20,
SAWAH LUNTO,2026-04-20,
SOLOK,2026-04-20,
PASAMAN BARAT,2026-04-20,0.7912246524395643
DHARMASRAYA,2026-04-20,
SOLOK SELATAN,2026-04-20,
PASAMAN,2026-04-20,
PADANG PARIAMAN,2026-04-20,
TANAH DATAR,2026-04-20,
LIMA PULUH KOTA,2026-04-20,
AGAM,2026-04-20,
PESISIR SELATAN,2026-04-20,
KEPULAUAN MENTAWAI,2026-04-20,
SIJUNJUNG,2026-04-20,
SOLOK,2026-04-20,
BUKITTINGGI,2026-04-20,
PADANG PANJANG,2026-04-20,
PARIAMAN,2026-04-20,
PAYAKUMBUH,2026-04-20,
PADANG,2026-04-20,
SAWAH LUNTO,2026-04-20,
SOLOK,2026-04-20,
PASAMAN BARAT,2026-04-22,
DHARMASRAYA,2026-04-22,
SOLOK SELATAN,2026-04-22,
PASAMAN,2026-04-22,
PADANG PARIAMAN,2026-04-22,
TANAH DATAR,2026-04-22,
LIMA PULUH KOTA,2026-04-22,
AGAM,2026-04-22,
PESISIR SELATAN,2026-04-22,
KEPULAUAN MENTAWAI,2026-04-22,
SIJUNJUNG,2026-04-22,
SOLOK,2026-04-22,
BUKITTINGGI,2026-04-22,
PADANG PANJANG,2026-04-22,
PARIAMAN,2026-04-22,
PAYAKUMBUH,2026-04-22,
PADANG,2026-04-22,
SAWAH LUNTO,2026-04-22,
SOLOK,2026-04-22,
PASAMAN BARAT,2026-04-22,
DHARMASRAYA,2026-04-22,
SOLOK SELATAN,2026-04-22,
PASAMAN,2026-04-22,
PADANG PARIAMAN,2026-04-22,
TANAH DATAR,2026-04-22,
LIMA PULUH KOTA,2026-04-22,
AGAM,2026-04-22,
PESISIR SELATAN,2026-04-22,
KEPULAUAN MENTAWAI,2026-04-22,0.2222222222222222
SIJUNJUNG,2026-04-22,
SOLOK,2026-04-22,
BUKITTINGGI,2026-04-22,
PADANG PANJANG,2026-04-22,
PARIAMAN,2026-04-22,
PAYAKUMBUH,2026-04-22,
PADANG,2026-04-22,
SAWAH LUNTO,2026-04-22,
SOLOK,2026-04-22,
PASAMAN BARAT,2026-04-22,
DHARMASRAYA,2026-04-22,
SOLOK SELATAN,2026-04-22,
PASAMAN,2026-04-22,
PADANG PARIAMAN,2026-04-22,
TANAH DATAR,2026-04-22,
LIMA PULUH KOTA,2026-04-22,
AGAM,2026-04-22,
PESISIR SELATAN,2026-04-22,0.866124821904802
KEPULAUAN MENTAWAI,2026-04-22,
SIJUNJUNG,2026-04-22,
SOLOK,2026-04-22,
BUKITTINGGI,2026-04-22,
PADANG PANJANG,2026-04-22,
PARIAMAN,2026-04-22,
PAYAKUMBUH,2026-04-22,
PADANG,2026-04-22,
SAWAH LUNTO,2026-04-22,
SOLOK,2026-04-22,
PASAMAN BARAT,2026-04-22,
DHARMASRAYA,2026-04-22,0.7898575786426254
SOLOK SELATAN,2026-04-22,0.6585449074517273
PASAMAN,2026-04-22,
PADANG PARIAMAN,2026-04-22,
TANAH DATAR,2026-04-22,
LIMA PULUH KOTA,2026-04-22,
AGAM,2026-04-22,
PESISIR SELATAN,2026-04-22,0.9123696519025337
KEPULAUAN MENTAWAI,2026-04-22,
SIJUNJUNG,2026-04-22,0.7688123300090662
SOLOK,2026-04-22,0.8595508823660951
BUKITTINGGI,2026-04-22,
PADANG PANJANG,2026-04-22,
PARIAMAN,2026-04-22,
PAYAKUMBUH,2026-04-22,
PADANG,2026-04-22,
SAWAH LUNTO,2026-04-22,
SOLOK,2026-04-22,
PASAMAN BARAT,2026-04-22,
DHARMASRAYA,2026-04-22,0.7664640612990339
SOLOK SELATAN,2026-04-22,
PASAMAN,2026-04-22,
PADANG PARIAMAN,2026-04-22,
TANAH DATAR,2026-04-22,0.7658468159899048
LIMA PULUH KOTA,2026-04-22,0.7980049875311721
AGAM,2026-04-22,
PESISIR SELATAN,2026-04-22,
KEPULAUAN MENTAWAI,2026-04-22,
SIJUNJUNG,2026-04-22,0.6203399466421916
SOLOK,2026-04-22,0.8126838836220988
BUKITTINGGI,2026-04-22,
PADANG PANJANG,2026-04-22,
PARIAMAN,2026-04-22,
PAYAKUMBUH,2026-04-22,
PADANG,2026-04-22,
SAWAH LUNTO,2026-04-22,0.616
SOLOK,2026-04-22,
PASAMAN BARAT,2026-04-24,
DHARMASRAYA,2026-04-24,
SOLOK SELATAN,2026-04-24,
PASAMAN,2026-04-24,
PADANG PARIAMAN,2026-04-24,
TANAH DATAR,2026-04-24,
LIMA PULUH KOTA,2026-04-24,
AGAM,2026-04-24,
PESISIR SELATAN,2026-04-24,
KEPULAUAN MENTAWAI,2026-04-24,
SIJUNJUNG,2026-04-24,
SOLOK,2026-04-24,
BUKITTINGGI,2026-04-24,
PADANG PANJANG,2026-04-24,
PARIAMAN,2026-04-24,
PAYAKUMBUH,2026-04-24,
PADANG,2026-04-24,
SAWAH LUNTO,2026-04-24,
SOLOK,2026-04-24,
PASAMAN BARAT,2026-04-24,
DHARMASRAYA,2026-04-24,
SOLOK SELATAN,2026-04-24,
PASAMAN,2026-04-24,
PADANG PARIAMAN,2026-04-24,
TANAH DATAR,2026-04-24,
LIMA PULUH KOTA,2026-04-24,
AGAM,2026-04-24,
PESISIR SELATAN,2026-04-24,0.8894265747914103
KEPULAUAN MENTAWAI,2026-04-24,
SIJUNJUNG,2026-04-24,
SOLOK,2026-04-24,
BUKITTINGGI,2026-04-24,
PADANG PANJANG,2026-04-24,
PARIAMAN,2026-04-24,
PAYAKUMBUH,2026-04-24,
PADANG,2026-04-24,
SAWAH LUNTO,2026-04-24,
SOLOK,2026-04-24,
PASAMAN BARAT,2026-04-25,
DHARMASRAYA,2026-04-25,
SOLOK SELATAN,2026-04-25,
PASAMAN,2026-04-25,
PADANG PARIAMAN,2026-04-25,
TANAH DATAR,2026-04-25,
LIMA PULUH KOTA,2026-04-25,
AGAM,2026-04-25,
PESISIR SELATAN,2026-04-25,
KEPULAUAN MENTAWAI,2026-04-25,0.7666066830070429
SIJUNJUNG,2026-04-25,
SOLOK,2026-04-25,
BUKITTINGGI,2026-04-25,
PADANG PANJANG,2026-04-25,
PARIAMAN,2026-04-25,
PAYAKUMBUH,2026-04-25,
PADANG,2026-04-25,
SAWAH LUNTO,2026-04-25,
SOLOK,2026-04-25,
PASAMAN BARAT,2026-04-25,
DHARMASRAYA,2026-04-25,
SOLOK SELATAN,2026-04-25,
PASAMAN,2026-04-25,
PADANG PARIAMAN,2026-04-25,
TANAH DATAR,2026-04-25,
LIMA PULUH KOTA,2026-04-25,
AGAM,2026-04-25,
PESISIR SELATAN,2026-04-25,
KEPULAUAN MENTAWAI,2026-04-25,0.7687808858865667
SIJUNJUNG,2026-04-25,
SOLOK,2026-04-25,
BUKITTINGGI,2026-04-25,
PADANG PANJANG,2026-04-25,
PARIAMAN,2026-04-25,
PAYAKUMBUH,2026-04-25,
PADANG,2026-04-25,
SAWAH LUNTO,2026-04-25,
SOLOK,2026-04-25,
PASAMAN BARAT,2026-04-27,
DHARMASRAYA,2026-04-27,
SOLOK SELATAN,2026-04-27,
PASAMAN,2026-04-27,
PADANG PARIAMAN,2026-04-27,
TANAH DATAR,2026-04-27,
LIMA PULUH KOTA,2026-04-27,
AGAM,2026-04-27,
PESISIR SELATAN,2026-04-27,
KEPULAUAN MENTAWAI,2026-04-27,0.6666666666666666
SIJUNJUNG,2026-04-27,
SOLOK,2026-04-27,
BUKITTINGGI,2026-04-27,
PADANG PANJANG,2026-04-27,
PARIAMAN,2026-04-27,
PAYAKUMBUH,2026-04-27,
PADANG,2026-04-27,
SAWAH LUNTO,2026-04-27,
SOLOK,2026-04-27,
PASAMAN BARAT,2026-04-27,
DHARMASRAYA,2026-04-27,
SOLOK SELATAN,2026-04-27,
PASAMAN,2026-04-27,
PADANG PARIAMAN,2026-04-27,
TANAH DATAR,2026-04-27,
LIMA PULUH KOTA,2026-04-27,
AGAM,2026-04-27,
PESISIR SELATAN,2026-04-27,
KEPULAUAN MENTAWAI,2026-04-27,0.7732817613805415
SIJUNJUNG,2026-04-27,
SOLOK,2026-04-27,
BUKITTINGGI,2026-04-27,
PADANG PANJANG,2026-04-27,
PARIAMAN,2026-04-27,
PAYAKUMBUH,2026-04-27,
PADANG,2026-04-27,
SAWAH LUNTO,2026-04-27,
SOLOK,2026-04-27,
PASAMAN BARAT,2026-04-27,
DHARMASRAYA,2026-04-27,
SOLOK SELATAN,2026-04-27,
PASAMAN,2026-04-27,
PADANG PARIAMAN,2026-04-27,
TANAH DATAR,2026-04-27,
LIMA PULUH KOTA,2026-04-27,
AGAM,2026-04-27,
PESISIR SELATAN,2026-04-27,0.8535282519291396
KEPULAUAN MENTAWAI,2026-04-27,
SIJUNJUNG,2026-04-27,
SOLOK,2026-04-27,
BUKITTINGGI,2026-04-27,
PADANG PANJANG,2026-04-27,
PARIAMAN,2026-04-27,
PAYAKUMBUH,2026-04-27,
PADANG,2026-04-27,
SAWAH LUNTO,2026-04-27,
SOLOK,2026-04-27,
PASAMAN BARAT,2026-04-30,
DHARMASRAYA,2026-04-30,
SOLOK SELATAN,2026-04-30,
PASAMAN,2026-04-30,
PADANG PARIAMAN,2026-04-30,
TANAH DATAR,2026-04-30,
LIMA PULUH KOTA,2026-04-30,
AGAM,2026-04-30,
PESISIR SELATAN,2026-04-30,
KEPULAUAN MENTAWAI,2026-04-30,0.918008108574218
SIJUNJUNG,2026-04-30,
SOLOK,2026-04-30,
BUKITTINGGI,2026-04-30,
PADANG PANJANG,2026-04-30,
PARIAMAN,2026-04-30,
PAYAKUMBUH,2026-04-30,
PADANG,2026-04-30,
SAWAH LUNTO,2026-04-30,
SOLOK,2026-04-30,
PASAMAN BARAT,2026-04-30,
DHARMASRAYA,2026-04-30,
SOLOK SELATAN,2026-04-30,
PASAMAN,2026-04-30,
PADANG PARIAMAN,2026-04-30,
TANAH DATAR,2026-04-30,
LIMA PULUH KOTA,2026-04-30,
AGAM,2026-04-30,
PESISIR SELATAN,2026-04-30,
KEPULAUAN MENTAWAI,2026-04-30,0.950637054765592
SIJUNJUNG,2026-04-30,
SOLOK,2026-04-30,
BUKITTINGGI,2026-04-30,
PADANG PANJANG,2026-04-30,
PARIAMAN,2026-04-30,
PAYAKUMBUH,2026-04-30,
PADANG,2026-04-30,
SAWAH LUNTO,2026-04-30,
SOLOK,2026-04-30,
PASAMAN BARAT,2026-05-02,
DHARMASRAYA,2026-05-02,
SOLOK SELATAN,2026-05-02,
PASAMAN,2026-05-02,
PADANG PARIAMAN,2026-05-02,
TANAH DATAR,2026-05-02,
LIMA PULUH KOTA,2026-05-02,
AGAM,2026-05-02,
PESISIR SELATAN,2026-05-02,0.8600126834035954
KEPULAUAN MENTAWAI,2026-05-02,
SIJUNJUNG,2026-05-02,
SOLOK,2026-05-02,
BUKITTINGGI,2026-05-02,
PADANG PANJANG,2026-05-02,
PARIAMAN,2026-05-02,
PAYAKUMBUH,2026-05-02,
PADANG,2026-05-02,
SAWAH LUNTO,2026-05-02,
SOLOK,2026-05-02,
PASAMAN BARAT,2026-05-02,0.747425792584599
DHARMASRAYA,2026-05-02,
SOLOK SELATAN,2026-05-02,
PASAMAN,2026-05-02,0.6788537899452208
PADANG PARIAMAN,2026-05-02,
TANAH DATAR,2026-05-02,
LIMA PULUH KOTA,2026-05-02,
AGAM,2026-05-02,
PESISIR SELATAN,2026-05-02,
KEPULAUAN MENTAWAI,2026-05-02,
SIJUNJUNG,2026-05-02,
SOLOK,2026-05-02,
BUKITTINGGI,2026-05-02,
PADANG PANJANG,2026-05-02,
PARIAMAN,2026-05-02,
PAYAKUMBUH,2026-05-02,
PADANG,2026-05-02,
SAWAH LUNTO,2026-05-02,
SOLOK,2026-05-02,
PASAMAN BARAT,2026-05-02,
DHARMASRAYA,2026-05-02,
SOLOK SELATAN,2026-05-02,
PASAMAN,2026-05-02,
PADANG PARIAMAN,2026-05-02,
TANAH DATAR,2026-05-02,
LIMA PULUH KOTA,2026-05-02,
AGAM,2026-05-02,
PESISIR SELATAN,2026-05-02,
KEPULAUAN MENTAWAI,2026-05-02,0.9656016341632622
SIJUNJUNG,2026-05-02,
SOLOK,2026-05-02,
BUKITTINGGI,2026-05-02,
PADANG PANJANG,2026-05-02,
PARIAMAN,2026-05-02,
PAYAKUMBUH,2026-05-02,
PADANG,2026-05-02,
SAWAH LUNTO,2026-05-02,
SOLOK,2026-05-02,
PASAMAN BARAT,2026-05-05,
DHARMASRAYA,2026-05-05,
SOLOK SELATAN,2026-05-05,
PASAMAN,2026-05-05,
PADANG PARIAMAN,2026-05-05,
TANAH DATAR,2026-05-05,
LIMA PULUH KOTA,2026-05-05,
AGAM,2026-05-05,
PESISIR SELATAN,2026-05-05,
KEPULAUAN MENTAWAI,2026-05-05,0.8726653117005992
SIJUNJUNG,2026-05-05,
SOLOK,2026-05-05,
BUKITTINGGI,2026-05-05,
PADANG PANJANG,2026-05-05,
PARIAMAN,2026-05-05,
PAYAKUMBUH,2026-05-05,
PADANG,2026-05-05,
SAWAH LUNTO,2026-05-05,
SOLOK,2026-05-05,
PASAMAN BARAT,2026-05-05,0.8679121271131984
DHARMASRAYA,2026-05-05,
SOLOK SELATAN,2026-05-05,
PASAMAN,2026-05-05,
PADANG PARIAMAN,2026-05-05,
TANAH DATAR,2026-05-05,
LIMA PULUH KOTA,2026-05-05,
AGAM,2026-05-05,
PESISIR SELATAN,2026-05-05,
KEPULAUAN MENTAWAI,2026-05-05,
SIJUNJUNG,2026-05-05,
SOLOK,2026-05-05,
BUKITTINGGI,2026-05-05,
PADANG PANJANG,2026-05-05,
PARIAMAN,2026-05-05,
PAYAKUMBUH,2026-05-05,
PADANG,2026-05-05,
SAWAH LUNTO,2026-05-05,
SOLOK,2026-05-05,
PASAMAN BARAT,2026-05-09,
DHARMASRAYA,2026-05-09,
SOLOK SELATAN,2026-05-09,
PASAMAN,2026-05-09,
PADANG PARIAMAN,2026-05-09,
TANAH DATAR,2026-05-09,
LIMA PULUH KOTA,2026-05-09,
AGAM,2026-05-09,
PESISIR SELATAN,2026-05-09,
KEPULAUAN MENTAWAI,2026-05-09,1.0
SIJUNJUNG,2026-05-09,
SOLOK,2026-05-09,
BUKITTINGGI,2026-05-09,
PADANG PANJANG,2026-05-09,
PARIAMAN,2026-05-09,
PAYAKUMBUH,2026-05-09,
PADANG,2026-05-09,
SAWAH LUNTO,2026-05-09,
SOLOK,2026-05-09,
PASAMAN BARAT,2026-05-09,
DHARMASRAYA,2026-05-09,
SOLOK SELATAN,2026-05-09,
PASAMAN,2026-05-09,
PADANG PARIAMAN,2026-05-09,
TANAH DATAR,2026-05-09,
LIMA PULUH KOTA,2026-05-09,
AGAM,2026-05-09,
PESISIR SELATAN,2026-05-09,
KEPULAUAN MENTAWAI,2026-05-09,0.7673248419292753
SIJUNJUNG,2026-05-09,
SOLOK,2026-05-09,
BUKITTINGGI,2026-05-09,
PADANG PANJANG,2026-05-09,
PARIAMAN,2026-05-09,
PAYAKUMBUH,2026-05-09,
PADANG,2026-05-09,
SAWAH LUNTO,2026-05-09,
SOLOK,2026-05-09,
PASAMAN BARAT,2026-05-10,
DHARMASRAYA,2026-05-10,
SOLOK SELATAN,2026-05-10,
PASAMAN,2026-05-10,
PADANG PARIAMAN,2026-05-10,
TANAH DATAR,2026-05-10,
LIMA PULUH KOTA,2026-05-10,
AGAM,2026-05-10,
PESISIR SELATAN,2026-05-10,
KEPULAUAN MENTAWAI,2026-05-10,0.7718764776878346
SIJUNJUNG,2026-05-10,
SOLOK,2026-05-10,
BUKITTINGGI,2026-05-10,
PADANG PANJANG,2026-05-10,
PARIAMAN,2026-05-10,
PAYAKUMBUH,2026-05-10,
PADANG,2026-05-10,
SAWAH LUNTO,2026-05-10,
SOLOK,2026-05-10,
PASAMAN BARAT,2026-05-12,
DHARMASRAYA,2026-05-12,
SOLOK SELATAN,2026-05-12,
PASAMAN,2026-05-12,
PADANG PARIAMAN,2026-05-12,
TANAH DATAR,2026-05-12,
LIMA PULUH KOTA,2026-05-12,
AGAM,2026-05-12,
PESISIR SELATAN,2026-05-12,
KEPULAUAN MENTAWAI,2026-05-12,0.7222222222222222
SIJUNJUNG,2026-05-12,
SOLOK,2026-05-12,
BUKITTINGGI,2026-05-12,
PADANG PANJANG,2026-05-12,
PARIAMAN,2026-05-12,
PAYAKUMBUH,2026-05-12,
PADANG,2026-05-12,
SAWAH LUNTO,2026-05-12,
SOLOK,2026-05-12,
PASAMAN BARAT,2026-05-12,
DHARMASRAYA,2026-05-12,
SOLOK SELATAN,2026-05-12,
PASAMAN,2026-05-12,
PADANG PARIAMAN,2026-05-12,
TANAH DATAR,2026-05-12,
LIMA PULUH KOTA,2026-05-12,
AGAM,2026-05-12,
PESISIR SELATAN,2026-05-12,
KEPULAUAN MENTAWAI,2026-05-12,0.832208305930364
SIJUNJUNG,2026-05-12,
SOLOK,2026-05-12,
BUKITTINGGI,2026-05-12,
PADANG PANJANG,2026-05-12,
PARIAMAN,2026-05-12,
PAYAKUMBUH,2026-05-12,
PADANG,2026-05-12,
SAWAH LUNTO,2026-05-12,
SOLOK,2026-05-12,
PASAMAN BARAT,2026-05-12,
DHARMASRAYA,2026-05-12,
SOLOK SELATAN,2026-05-12,
PASAMAN,2026-05-12,
PADANG PARIAMAN,2026-05-12,
TANAH DATAR,2026-05-12,
LIMA PULUH KOTA,2026-05-12,
AGAM,2026-05-12,
PESISIR SELATAN,2026-05-12,
KEPULAUAN MENTAWAI,2026-05-12,0.8296694974415976
SIJUNJUNG,2026-05-12,
SOLOK,2026-05-12,
BUKITTINGGI,2026-05-12,
PADANG PANJANG,2026-05-12,
PARIAMAN,2026-05-12,
PAYAKUMBUH,2026-05-12,
PADANG,2026-05-12,
SAWAH LUNTO,2026-05-12,
SOLOK,2026-05-12,
PASAMAN BARAT,2026-05-12,
DHARMASRAYA,2026-05-12,
SOLOK SELATAN,2026-05-12,
PASAMAN,2026-05-12,
PADANG PARIAMAN,2026-05-12,
TANAH DATAR,2026-05-12,
LIMA PULUH KOTA,2026-05-12,
AGAM,2026-05-12,
PESISIR SELATAN,2026-05-12,0.8513561866754985
KEPULAUAN MENTAWAI,2026-05-12,0.8950443295615161
SIJUNJUNG,2026-05-12,
SOLOK,2026-05-12,
