fase,flood_pixels,pixel_area_m2,luas_m2,luas_km2,res_x,res_y
fase1,19394,9899.22733775052,191985614.9883336,191.98561498833362,99.49486086100387,99.49486086100387
fase2,47067,9899.22733775052,465926933.10590374,465.92693310590374,99.49486086100387,99.49486086100387
fase3,29853,9899.22733775052,295521633.7138663,295.52163371386627,99.49486086100387,99.49486086100387
fase4,26395,9899.22733775052,261290105.579925,261.290105579925,99.49486086100387,99.49486086100387
