fase,flood_pixels,pixel_area_m2,luas_m2,luas_km2,res_x,res_y
fase1,2766,9909.40059147395,27409402.036016945,27.409402036016946,99.5459722513872,99.5459722513872
fase2,10017,9909.40059147395,99262465.72479455,99.26246572479455,99.5459722513872,99.5459722513872
fase3,3712,9909.40059147395,36783694.9955513,36.7836949955513,99.5459722513872,99.5459722513872
fase4,2836,9909.40059147395,28103060.077420123,28.103060077420125,99.5459722513872,99.5459722513872
